period,posts,avg_sentiment,positive_rate,negative_rate
2017-07-22,21,0.8095238095238095,0.8571428571428571,0.047619047619047616
2017-07-23,16,0.8125,0.875,0.0625
2017-07-24,8,0.25,0.5,0.25
2017-07-25,16,0.4375,0.625,0.1875
2017-07-26,23,0.6521739130434783,0.782608695652174,0.13043478260869565
2017-07-27,11,0.6363636363636364,0.7272727272727273,0.09090909090909091
2017-07-28,29,0.8620689655172413,0.896551724137931,0.034482758620689655
2017-07-29,22,0.7272727272727273,0.8181818181818182,0.09090909090909091
2017-07-30,17,0.7058823529411765,0.8235294117647058,0.11764705882352941
2017-07-31,14,0.5,0.7142857142857143,0.21428571428571427
2017-08-01,15,0.6666666666666666,0.7333333333333333,0.06666666666666667
2017-08-02,11,0.45454545454545453,0.7272727272727273,0.2727272727272727
2017-08-03,16,0.75,0.875,0.125
2017-08-04,23,0.5652173913043478,0.7391304347826086,0.17391304347826086
2017-08-05,24,0.6666666666666666,0.7916666666666666,0.125
2017-08-06,15,0.26666666666666666,0.5333333333333333,0.26666666666666666
2017-08-07,18,0.4444444444444444,0.6666666666666666,0.2222222222222222
2017-08-08,16,0.125,0.5,0.375
2017-08-09,12,0.5,0.6666666666666666,0.16666666666666666
2017-08-10,15,0.6,0.7333333333333333,0.13333333333333333
2017-08-11,22,0.7272727272727273,0.8181818181818182,0.09090909090909091
2017-08-12,18,0.5,0.6111111111111112,0.1111111111111111
2017-08-13,12,0.6666666666666666,0.75,0.08333333333333333
2017-08-14,14,0.42857142857142855,0.6428571428571429,0.21428571428571427
2017-08-15,15,0.3333333333333333,0.6,0.26666666666666666
2017-08-16,56,0.8571428571428571,0.8928571428571429,0.03571428571428571
2017-08-17,25,0.8,0.88,0.08
2017-08-18,26,0.6153846153846154,0.7692307692307693,0.15384615384615385
2017-08-19,20,0.6,0.8,0.2
2017-08-20,15,0.4666666666666667,0.6,0.13333333333333333
2017-08-21,21,0.8571428571428571,0.9047619047619048,0.047619047619047616
2017-08-22,14,0.6428571428571429,0.7857142857142857,0.14285714285714285
2017-08-23,13,0.38461538461538464,0.6923076923076923,0.3076923076923077
2017-08-24,8,0.375,0.5,0.125
2017-08-25,45,0.9333333333333333,0.9555555555555556,0.022222222222222223
2017-08-26,17,0.9411764705882353,0.9411764705882353,0.0
2017-08-27,19,0.8947368421052632,0.9473684210526315,0.05263157894736842
2017-08-28,7,0.7142857142857143,0.8571428571428571,0.14285714285714285
2017-08-29,2,1.0,1.0,0.0
2017-08-30,1,0.0,0.0,0.0
2017-09-01,16,1.0,1.0,0.0
2017-09-02,10,0.7,0.8,0.1
2017-09-03,3,0.0,0.3333333333333333,0.3333333333333333
2017-09-04,3,1.0,1.0,0.0
2017-09-05,2,1.0,1.0,0.0
2017-09-06,2,1.0,1.0,0.0
2017-09-08,7,0.7142857142857143,0.7142857142857143,0.0
2017-09-09,3,1.0,1.0,0.0
2017-09-10,2,1.0,1.0,0.0
2017-09-11,2,0.5,0.5,0.0
2017-09-12,2,1.0,1.0,0.0
2017-09-13,1,1.0,1.0,0.0
2017-09-15,14,1.0,1.0,0.0
2017-09-16,5,1.0,1.0,0.0
2017-09-17,3,1.0,1.0,0.0
2017-09-18,3,0.6666666666666666,0.6666666666666666,0.0
2017-09-19,1,1.0,1.0,0.0
2017-09-20,30,0.8,0.8666666666666667,0.06666666666666667
2017-09-21,7,1.0,1.0,0.0
2017-09-22,9,0.7777777777777778,0.8888888888888888,0.1111111111111111
2017-09-23,2,0.5,0.5,0.0
2017-09-24,1,0.0,0.0,0.0
2017-09-26,3,1.0,1.0,0.0
2017-09-27,1,0.0,0.0,0.0
2017-09-29,3,0.6666666666666666,0.6666666666666666,0.0
2017-09-30,5,1.0,1.0,0.0
2017-10-01,1,1.0,1.0,0.0
2017-10-02,3,1.0,1.0,0.0
2017-10-03,1,1.0,1.0,0.0
2017-10-05,4,0.75,0.75,0.0
2017-10-06,11,0.9090909090909091,0.9090909090909091,0.0
2017-10-07,4,1.0,1.0,0.0
2017-10-08,4,0.75,0.75,0.0
2017-10-09,3,1.0,1.0,0.0
2017-10-10,2,1.0,1.0,0.0
2017-10-12,1,1.0,1.0,0.0
2017-10-13,5,1.0,1.0,0.0
2017-10-14,2,1.0,1.0,0.0
2017-10-15,2,1.0,1.0,0.0
2017-10-17,1,1.0,1.0,0.0
2017-10-18,16,0.9375,0.9375,0.0
2017-10-19,8,1.0,1.0,0.0
2017-10-20,8,0.875,0.875,0.0
2017-10-21,3,0.6666666666666666,0.6666666666666666,0.0
2017-10-22,2,1.0,1.0,0.0
2017-10-23,2,1.0,1.0,0.0
2017-10-25,2,1.0,1.0,0.0
2017-10-26,2,1.0,1.0,0.0
2017-10-27,6,1.0,1.0,0.0
2017-10-28,4,1.0,1.0,0.0
2017-10-30,1,0.0,0.0,0.0
2017-11-01,2,1.0,1.0,0.0
2017-11-02,3,1.0,1.0,0.0
2017-11-03,6,0.3333333333333333,0.6666666666666666,0.3333333333333333
2017-11-04,1,1.0,1.0,0.0
2017-11-06,2,1.0,1.0,0.0
2017-11-07,1,1.0,1.0,0.0
2017-11-09,2,1.0,1.0,0.0
2017-11-10,5,1.0,1.0,0.0
2017-11-11,1,-1.0,0.0,1.0
2017-11-12,2,0.5,0.5,0.0
2017-11-14,1,1.0,1.0,0.0
2017-11-15,28,0.8928571428571429,0.8928571428571429,0.0
2017-11-16,8,1.0,1.0,0.0
2017-11-17,17,0.8823529411764706,0.8823529411764706,0.0
2017-11-18,4,1.0,1.0,0.0
2017-11-19,5,1.0,1.0,0.0
2017-11-20,2,1.0,1.0,0.0
2017-11-21,1,-1.0,0.0,1.0
2017-11-22,1,1.0,1.0,0.0
2017-11-23,1,1.0,1.0,0.0
2017-11-24,4,1.0,1.0,0.0
2017-11-25,1,1.0,1.0,0.0
2017-11-26,1,1.0,1.0,0.0
2017-11-27,2,1.0,1.0,0.0
2017-11-28,1,1.0,1.0,0.0
2017-11-29,7,1.0,1.0,0.0
2017-11-30,4,1.0,1.0,0.0
2017-12-01,93,0.9032258064516129,0.9247311827956989,0.021505376344086023
2017-12-02,35,0.7714285714285715,0.8285714285714286,0.05714285714285714
2017-12-03,17,0.8823529411764706,0.8823529411764706,0.0
2017-12-04,8,0.75,0.75,0.0
2017-12-05,4,1.0,1.0,0.0
2017-12-06,5,1.0,1.0,0.0
2017-12-07,5,0.6,0.8,0.2
2017-12-08,102,0.8627450980392157,0.9019607843137255,0.0392156862745098
2017-12-09,37,0.8648648648648649,0.8918918918918919,0.02702702702702703
2017-12-10,14,0.8571428571428571,0.9285714285714286,0.07142857142857142
2017-12-11,13,0.9230769230769231,0.9230769230769231,0.0
2017-12-12,8,1.0,1.0,0.0
2017-12-13,7,1.0,1.0,0.0
2017-12-14,3,0.3333333333333333,0.6666666666666666,0.3333333333333333
2017-12-15,34,0.7647058823529411,0.8529411764705882,0.08823529411764706
2017-12-16,21,0.9523809523809523,0.9523809523809523,0.0
2017-12-17,9,1.0,1.0,0.0
2017-12-18,10,1.0,1.0,0.0
2017-12-19,2,1.0,1.0,0.0
2017-12-20,42,0.8809523809523809,0.8809523809523809,0.0
2017-12-21,16,0.9375,0.9375,0.0
2017-12-22,61,0.819672131147541,0.8688524590163934,0.04918032786885246
2017-12-23,29,0.896551724137931,0.9310344827586207,0.034482758620689655
2017-12-24,4,0.75,0.75,0.0
2017-12-25,6,0.5,0.6666666666666666,0.16666666666666666
2017-12-26,7,1.0,1.0,0.0
2017-12-27,10,0.7,0.7,0.0
2017-12-28,7,1.0,1.0,0.0
2017-12-29,11,1.0,1.0,0.0
2017-12-30,13,0.6923076923076923,0.7692307692307693,0.07692307692307693
2017-12-31,1,1.0,1.0,0.0
2018-01-01,5,0.8,0.8,0.0
2018-01-02,6,0.6666666666666666,0.8333333333333334,0.16666666666666666
2018-01-03,7,1.0,1.0,0.0
2018-01-04,6,0.6666666666666666,0.8333333333333334,0.16666666666666666
2018-01-05,33,0.9393939393939394,0.9393939393939394,0.0
2018-01-06,15,0.8666666666666667,0.8666666666666667,0.0
2018-01-07,8,0.625,0.75,0.125
2018-01-08,4,0.5,0.75,0.25
2018-01-09,4,1.0,1.0,0.0
2018-01-10,2,1.0,1.0,0.0
2018-01-11,2,1.0,1.0,0.0
2018-01-12,27,0.8518518518518519,0.8888888888888888,0.037037037037037035
2018-01-13,19,0.7368421052631579,0.8421052631578947,0.10526315789473684
2018-01-14,15,0.9333333333333333,0.9333333333333333,0.0
2018-01-15,12,1.0,1.0,0.0
2018-01-16,4,1.0,1.0,0.0
2018-01-17,72,0.8194444444444444,0.8472222222222222,0.027777777777777776
2018-01-18,30,0.9,0.9333333333333333,0.03333333333333333
2018-01-19,4,0.75,0.75,0.0
2018-01-20,17,0.9411764705882353,0.9411764705882353,0.0
2018-01-21,14,0.9285714285714286,0.9285714285714286,0.0
2018-01-22,14,1.0,1.0,0.0
2018-01-23,4,0.75,0.75,0.0
2018-01-24,2,1.0,1.0,0.0
2018-01-25,2,1.0,1.0,0.0
2018-01-26,8,1.0,1.0,0.0
2018-01-27,2,1.0,1.0,0.0
2018-01-28,1,1.0,1.0,0.0
2018-01-29,2,1.0,1.0,0.0
2018-01-30,1,1.0,1.0,0.0
2018-01-31,1,1.0,1.0,0.0
2018-02-02,15,0.6666666666666666,0.7333333333333333,0.06666666666666667
2018-02-03,8,1.0,1.0,0.0
2018-02-04,3,1.0,1.0,0.0
2018-02-06,2,1.0,1.0,0.0
2018-02-07,1,1.0,1.0,0.0
2018-02-08,1,1.0,1.0,0.0
2018-02-09,8,1.0,1.0,0.0
2018-02-10,5,0.8,0.8,0.0
2018-02-11,1,1.0,1.0,0.0
2018-02-13,1,1.0,1.0,0.0
2018-02-14,1,1.0,1.0,0.0
2018-02-16,3,0.6666666666666666,0.6666666666666666,0.0
2018-02-17,2,1.0,1.0,0.0
2018-02-18,1,1.0,1.0,0.0
2018-02-19,1,1.0,1.0,0.0
2018-02-20,2,1.0,1.0,0.0
2018-02-21,33,0.8484848484848485,0.8787878787878788,0.030303030303030304
2018-02-22,7,0.8571428571428571,0.8571428571428571,0.0
2018-02-23,3,1.0,1.0,0.0
2018-02-24,4,0.75,0.75,0.0
2018-02-25,1,-1.0,0.0,1.0
2018-02-26,1,1.0,1.0,0.0
2018-02-27,3,0.3333333333333333,0.3333333333333333,0.0
2018-02-28,1,0.0,0.0,0.0
2018-03-01,2,1.0,1.0,0.0
2018-03-02,4,0.75,0.75,0.0
2018-03-03,3,1.0,1.0,0.0
2018-03-04,2,1.0,1.0,0.0
2018-03-07,2,1.0,1.0,0.0
2018-03-09,3,1.0,1.0,0.0
2018-03-10,3,0.6666666666666666,0.6666666666666666,0.0
2018-03-12,2,1.0,1.0,0.0
2018-03-13,4,0.75,0.75,0.0
2018-03-14,1,1.0,1.0,0.0
2018-03-15,1,1.0,1.0,0.0
2018-03-16,3,0.6666666666666666,0.6666666666666666,0.0
2018-03-17,4,1.0,1.0,0.0
2018-03-18,1,1.0,1.0,0.0
2018-03-20,1,1.0,1.0,0.0
2018-03-21,34,0.7352941176470589,0.8529411764705882,0.11764705882352941
2018-03-22,13,1.0,1.0,0.0
2018-03-23,5,1.0,1.0,0.0
2018-03-24,6,0.8333333333333334,0.8333333333333334,0.0
2018-03-25,1,1.0,1.0,0.0
2018-03-26,3,0.6666666666666666,0.6666666666666666,0.0
2018-03-28,1,1.0,1.0,0.0
2018-03-30,5,1.0,1.0,0.0
2018-03-31,3,1.0,1.0,0.0
2018-04-03,2,1.0,1.0,0.0
2018-04-04,1,1.0,1.0,0.0
2018-04-05,1,1.0,1.0,0.0
2018-04-06,6,0.6666666666666666,0.8333333333333334,0.16666666666666666
2018-04-07,1,1.0,1.0,0.0
2018-04-08,4,0.5,0.75,0.25
2018-04-09,2,1.0,1.0,0.0
2018-04-12,1,1.0,1.0,0.0
2018-04-13,5,1.0,1.0,0.0
2018-04-14,2,1.0,1.0,0.0
2018-04-15,3,1.0,1.0,0.0
2018-04-18,26,0.8846153846153846,0.9230769230769231,0.038461538461538464
2018-04-19,21,0.8095238095238095,0.8571428571428571,0.047619047619047616
2018-04-20,9,0.8888888888888888,0.8888888888888888,0.0
2018-04-21,2,0.0,0.5,0.5
2018-04-22,4,0.75,0.75,0.0
2018-04-23,1,1.0,1.0,0.0
2018-04-24,1,1.0,1.0,0.0
2018-04-25,2,1.0,1.0,0.0
2018-04-26,1,1.0,1.0,0.0
2018-04-27,1,1.0,1.0,0.0
2018-04-28,2,1.0,1.0,0.0
2018-05-01,4,1.0,1.0,0.0
2018-05-02,2,0.0,0.5,0.5
2018-05-04,3,1.0,1.0,0.0
2018-05-06,3,1.0,1.0,0.0
2018-05-07,2,1.0,1.0,0.0
2018-05-09,4,1.0,1.0,0.0
2018-05-11,2,0.0,0.5,0.5
2018-05-12,2,1.0,1.0,0.0
2018-05-14,1,1.0,1.0,0.0
2018-05-15,1,1.0,1.0,0.0
2018-05-16,19,1.0,1.0,0.0
2018-05-17,8,1.0,1.0,0.0
2018-05-18,7,0.42857142857142855,0.7142857142857143,0.2857142857142857
2018-05-19,2,0.0,0.5,0.5
2018-05-20,3,0.6666666666666666,0.6666666666666666,0.0
2018-05-21,2,1.0,1.0,0.0
2018-05-22,5,0.8,0.8,0.0
2018-05-23,2,1.0,1.0,0.0
2018-05-25,4,1.0,1.0,0.0
2018-05-26,3,1.0,1.0,0.0
2018-06-03,1,1.0,1.0,0.0
2018-06-11,1,0.0,0.0,0.0
2018-06-12,1,1.0,1.0,0.0
2018-06-20,1,1.0,1.0,0.0
2018-07-09,1,1.0,1.0,0.0
2018-07-10,1,-1.0,0.0,1.0
2018-07-15,1,1.0,1.0,0.0
2018-07-25,1,1.0,1.0,0.0
2018-07-31,1,1.0,1.0,0.0
2018-08-01,1,1.0,1.0,0.0
2018-08-16,1,1.0,1.0,0.0
2018-08-24,1,1.0,1.0,0.0
2018-08-28,1,1.0,1.0,0.0
2018-09-05,1,1.0,1.0,0.0
2018-09-10,1,1.0,1.0,0.0
2018-09-11,1,1.0,1.0,0.0
2018-09-23,1,1.0,1.0,0.0
2018-10-12,1,1.0,1.0,0.0
2018-10-15,1,1.0,1.0,0.0
2018-10-26,1,1.0,1.0,0.0
2018-10-29,1,1.0,1.0,0.0
2018-11-21,1,1.0,1.0,0.0
2018-11-29,1,1.0,1.0,0.0
2018-12-04,1,1.0,1.0,0.0
2018-12-07,1,1.0,1.0,0.0
2018-12-27,1,1.0,1.0,0.0
2019-01-02,1,1.0,1.0,0.0
2019-01-08,1,1.0,1.0,0.0
2019-01-28,1,1.0,1.0,0.0
2019-02-07,1,1.0,1.0,0.0
2019-02-15,1,-1.0,0.0,1.0
2019-03-03,1,1.0,1.0,0.0
2019-03-10,1,1.0,1.0,0.0
2019-03-15,1,1.0,1.0,0.0
2019-03-25,1,1.0,1.0,0.0
